category,brand,product_name,flavor,size,calories,protein_g,carbs_g,fat_g,sugar_g,fiber_g,caffeine_mg,sodium_mg,ingredients,photo_url
protein_bar,Barebells,Original Protein Bar,Cookies & Cream,55g bar,200,20,20,7,1,3,0,130,"Milk Protein Blend (Calcium Caseinate, Whey Protein Isolate, Whey Protein Concentrate), Glycerin, Bovine Collagen Hydrolysate, Maltitol, Polydextrose, Cocoa Butter, Water, Dry Whole Milk, Soy Protein Isolate, Sunflower Oil, Unsweetened Chocolate, Tapioca Starch, Cocoa Processed with Alkali, Sucralose",https://zejhjixctddmjmrwhyil.supabase.co/storage/v1/object/public/product-images/catalog-import/barebells-original-protein-bar-cookies-cream.webp
protein_bar,Barebells,Original Protein Bar,Caramel Cashew,55g bar,200,20,18,8,2,3,0,115,"Milk Protein Blend (Calcium Caseinate, Whey Protein Isolate, Whey Protein Concentrate), Glycerin, Bovine Collagen Hydrolysate, Maltitol, Polydextrose, Cocoa Butter, Water, Cashew Pieces, Dry Whole Milk, Sunflower Oil, Unsweetened Chocolate, Peanut Paste, Salt, Sucralose",https://zejhjixctddmjmrwhyil.supabase.co/storage/v1/object/public/product-images/catalog-import/barebells-original-protein-bar-caramel-cashew.webp
protein_bar,Barebells,Original Protein Bar,Peanut Butter,55g bar,210,20,20,8,2,3,0,210,"Milk Protein Blend (Calcium Caseinate, Whey Protein Isolate, Whey Protein Concentrate), Maltitol, Glycerin, Bovine Collagen Hydrolysate, Soy Protein Isolate, Cocoa Butter, Peanut Butter, Polydextrose, Water, Dry Whole Milk, Roasted Peanut Pieces, Unsweetened Chocolate",https://zejhjixctddmjmrwhyil.supabase.co/storage/v1/object/public/product-images/catalog-import/barebells-original-protein-bar-peanut-butter.webp
protein_bar,Barebells,Original Protein Bar,Wild Cherry,55g bar,200,20,19,8,1,3,0,110,"Milk Protein Blend (Calcium Caseinate, Whey Protein Isolate, Whey Protein Concentrate), Glycerin, Maltitol, Bovine Collagen Hydrolysate, Polydextrose, Cocoa Butter, Water, Dry Whole Milk, Soy Protein Isolate, Sunflower Oil, Natural and Artificial Flavors, Sucralose",https://zejhjixctddmjmrwhyil.supabase.co/storage/v1/object/public/product-images/catalog-import/barebells-original-protein-bar-wild-cherry.webp
protein_bar,Barebells,Original Protein Bar,Chocolate Dough,55g bar,200,20,20,7,1,3,0,150,"Milk Protein Blend (Calcium Caseinate, Whey Protein Isolate, Whey Protein Concentrate), Glycerin, Bovine Collagen Hydrolysate, Maltitol, Polydextrose, Cocoa Butter, Dry Whole Milk, Water, Soy Protein Isolate, Sunflower Oil, Unsweetened Chocolate, Cocoa Processed with Alkali, Tapioca Starch",https://zejhjixctddmjmrwhyil.supabase.co/storage/v1/object/public/product-images/catalog-import/barebells-original-protein-bar-chocolate-dough.webp
protein_bar,Barebells,Original Protein Bar,Creamy Crisp,55g bar,200,20,19,8,1,3,0,140,"Milk Protein Blend (Calcium Caseinate, Whey Protein Isolate, Whey Protein Concentrate), Glycerin, Bovine Collagen Hydrolysate, Maltitol, Polydextrose, Cocoa Butter, Dry Whole Milk, Water, Soy Protein Isolate, Sunflower Oil, Unsweetened Chocolate, Cocoa Processed with Alkali, Sucralose",https://zejhjixctddmjmrwhyil.supabase.co/storage/v1/object/public/product-images/catalog-import/barebells-original-protein-bar-creamy-crisp.webp
protein_bar,Barebells,Soft Protein Bar,Sunny Smoothie,55g bar,200,16,23,9,2,5,0,180,"Milk Protein Blend (Whey Protein Concentrate, Micellar Casein Isolate, Calcium Caseinate), Hydrolyzed Bovine Collagen, Maltitol, Polydextrose, Cocoa Butter, Glycerin, Milk, Water, Maltitol Syrup, Soybean Oil, Xylitol, Citric Acid, Salt, Soy Lecithin",https://zejhjixctddmjmrwhyil.supabase.co/storage/v1/object/public/product-images/catalog-import/barebells-soft-protein-bar-sunny-smoothie.webp
protein_bar,Barebells,Soft Protein Bar,Salted Peanut Caramel,55g bar,210,16,20,9,2,4,0,190,"Milk Protein Blend (Calcium Caseinate, Whey Protein Isolate, Whey Protein Concentrate), Glycerin, Bovine Collagen Hydrolysate, Maltitol, Polydextrose, Peanuts, Cocoa Butter, Water, Dry Whole Milk, Sunflower Oil, Unsweetened Chocolate, Salt, Soy Lecithin, Sucralose",https://zejhjixctddmjmrwhyil.supabase.co/storage/v1/object/public/product-images/catalog-import/barebells-soft-protein-bar-salted-peanut-caramel.webp
protein_bar,Barebells,Soft Protein Bar,Caramel Choco,55g bar,200,16,21,9,2,4,0,180,"Milk Protein Blend (Calcium Caseinate, Whey Protein Isolate, Whey Protein Concentrate), Glycerin, Bovine Collagen Hydrolysate, Maltitol, Polydextrose, Cocoa Butter, Dry Whole Milk, Water, Sunflower Oil, Unsweetened Chocolate, Cocoa Processed with Alkali, Soy Lecithin, Sucralose",https://zejhjixctddmjmrwhyil.supabase.co/storage/v1/object/public/product-images/catalog-import/barebells-soft-protein-bar-caramel-choco.webp
protein_bar,Barebells,Original Protein Bar,Birthday Cake,55g bar,200,20,18,8,1,3,0,140,"Milk Protein Blend (Calcium Caseinate, Whey Protein Isolate, Whey Protein Concentrate), Glycerin, Bovine Collagen Hydrolysate, Maltitol, Polydextrose, Cocoa Butter, Water, Dry Whole Milk, Sprinkles (Maltitol, Potato Starch, Rice Flour, Palm Fat, Colors), Soy Protein Isolate, Sunflower Oil, Natural and Artificial Flavors, Sucralose",https://zejhjixctddmjmrwhyil.supabase.co/storage/v1/object/public/product-images/catalog-import/barebells-original-protein-bar-birthday-cake.webp
protein_bar,Barebells,Original Protein Bar,Peanut Butter & Jelly,55g bar,210,20,18,9,2,3,0,190,"Milk Protein Blend (Calcium Caseinate, Whey Protein Concentrate, Whey Protein Isolate), Glycerin, Bovine Collagen Hydrolysate, Peanuts, Maltitol, Polydextrose, Cocoa Butter, Water, Dry Whole Milk, Unsweetened Chocolate, Sunflower Oil, Natural and Artificial Flavors, Salt, Sucralose",https://zejhjixctddmjmrwhyil.supabase.co/storage/v1/object/public/product-images/catalog-import/barebells-original-protein-bar-peanut-butter-jelly.webp
protein_bar,Barebells,Original Protein Bar,Key Lime Pie,55g bar,200,20,19,8,1,3,0,130,"Milk Protein Blend (Calcium Caseinate, Whey Protein Isolate, Whey Protein Concentrate), Glycerin, Bovine Collagen Hydrolysate, Maltitol, Polydextrose, Cocoa Butter, Water, Dry Whole Milk, Soy Protein Isolate, Sunflower Oil, Citric Acid, Natural Flavors, Graham Cracker Flavor Crust Pieces, Sucralose",https://zejhjixctddmjmrwhyil.supabase.co/storage/v1/object/public/product-images/catalog-import/barebells-original-protein-bar-key-lime-pie.webp
protein_bar,Barebells,Original Protein Bar,Lemon Cheesecake,55g bar,200,20,19,7,1,3,0,130,"Milk Protein Blend (Calcium Caseinate, Whey Protein Isolate, Whey Protein Concentrate), Glycerin, Bovine Collagen Hydrolysate, Maltitol, Polydextrose, Cocoa Butter, White Chocolate, Water, Soy Protein Isolate, Sunflower Oil, Citric Acid, Natural Flavors, Sucralose",https://zejhjixctddmjmrwhyil.supabase.co/storage/v1/object/public/product-images/catalog-import/barebells-original-protein-bar-lemon-cheesecake.webp
protein_bar,Barebells,Original Protein Bar,Brownie Batter,55g bar,200,20,20,7,1,4,0,150,"Milk Protein Blend (Calcium Caseinate, Whey Protein Isolate, Whey Protein Concentrate), Glycerin, Bovine Collagen Hydrolysate, Maltitol, Polydextrose, Cocoa Butter, Water, Unsweetened Chocolate, Soy Protein Isolate, Cocoa Processed with Alkali, Sunflower Oil, Tapioca Starch, Sucralose",https://zejhjixctddmjmrwhyil.supabase.co/storage/v1/object/public/product-images/catalog-import/barebells-original-protein-bar-brownie-batter.webp
protein_bar,Barebells,Soft Protein Bar,Marshmallow Peanut Road,55g bar,210,16,21,9,2,4,0,190,"Milk Protein Blend (Calcium Caseinate, Whey Protein Isolate, Whey Protein Concentrate), Glycerin, Bovine Collagen Hydrolysate, Maltitol, Peanuts, Polydextrose, Cocoa Butter, Water, Dry Whole Milk, Unsweetened Chocolate, Sunflower Oil, Artificial Marshmallow Flavor, Sucralose",https://zejhjixctddmjmrwhyil.supabase.co/storage/v1/object/public/product-images/catalog-import/barebells-soft-protein-bar-marshmallow-peanut-road.webp
protein_bar,Barebells,Soft Protein Bar,Minty Chocolate,55g bar,200,16,20,9,2,4,0,180,"Milk Protein Blend (Calcium Caseinate, Whey Protein Isolate, Whey Protein Concentrate), Glycerin, Bovine Collagen Hydrolysate, Maltitol, Polydextrose, Cocoa Butter, Dry Whole Milk, Water, Sunflower Oil, Unsweetened Chocolate, Cocoa Processed with Alkali, Natural Mint Flavor, Sucralose",https://zejhjixctddmjmrwhyil.supabase.co/storage/v1/object/public/product-images/catalog-import/barebells-soft-protein-bar-minty-chocolate.webp
protein_bar,Barebells,Soft Protein Bar,Banana Caramel,55g bar,200,16,21,9,2,4,0,180,"Milk Protein Blend (Calcium Caseinate, Whey Protein Isolate, Whey Protein Concentrate), Glycerin, Bovine Collagen Hydrolysate, Maltitol, Polydextrose, Cocoa Butter, Dry Whole Milk, Water, Sunflower Oil, Unsweetened Chocolate, Natural Banana Flavor, Beta-Carotene for Color, Sucralose",https://zejhjixctddmjmrwhyil.supabase.co/storage/v1/object/public/product-images/catalog-import/barebells-soft-protein-bar-banana-caramel.webp
protein_bar,Built,Built Puff,Brownie Batter,40g bar,140,17,13,2.5,7,0,0,90,"Premium Collagen Protein Blend (Collagen Peptides, Partially Hydrolyzed Whey Protein Isolate), Dark Chocolate (Sugar, Chocolate Liquor, Cocoa Butter, Milkfat, Soy Lecithin, Vanilla), Glycerin, Water, Sugar, Gelatin, Natural Flavors, Nonfat Dry Milk",https://zejhjixctddmjmrwhyil.supabase.co/storage/v1/object/public/product-images/catalog-import/built-built-puff-brownie-batter.webp
protein_bar,Built,Built Puff,Cookie Dough Chunk,44g bar,160,15,19,4,8,1,0,95,"Premium Collagen Protein Blend (Partially Hydrolyzed Whey Protein Isolate, Collagen), Cookie Dough (Wheat Flour, Brown Sugar, Sugar, Sorbitol, Glycerin, Palm Oil, Semi-Sweet Chocolate Drops, Corn Starch, Natural Flavors, Salt), Glycerin, Sugar, Water",https://zejhjixctddmjmrwhyil.supabase.co/storage/v1/object/public/product-images/catalog-import/built-built-puff-cookie-dough-chunk.webp
protein_bar,Built,Built Puff,Sweet Peach Punch,40g bar,140,16,13,2.5,6,0,0,45,"Premium Collagen Protein Blend (Collagen Peptides, Partially Hydrolyzed Whey Protein Isolate), Dark Chocolate (Sugar, Chocolate Liquor, Cocoa Butter, Milkfat, Soy Lecithin), Glycerin, Water, Sugar, Gelatin, Natural Flavors, Citric Acid",https://zejhjixctddmjmrwhyil.supabase.co/storage/v1/object/public/product-images/catalog-import/built-built-puff-sweet-peach-punch.webp
protein_bar,Built,Built Puff,Pink Lemonade Squeeze,40g bar,140,16,13,2.5,6,0,0,45,"Premium Collagen Protein Blend (Collagen Peptides, Partially Hydrolyzed Whey Protein Isolate), Dark Chocolate (Sugar, Chocolate Liquor, Cocoa Butter, Milkfat, Soy Lecithin), Glycerin, Water, Sugar, Gelatin, Natural Flavors, Malic Acid",https://zejhjixctddmjmrwhyil.supabase.co/storage/v1/object/public/product-images/catalog-import/built-built-puff-pink-lemonade-squeeze.webp
protein_bar,Built,Built Puff,Churro,40g bar,130,17,13,2.5,5,0,0,45,"Premium Collagen Protein Blend (Collagen Peptides, Partially Hydrolyzed Whey Protein Isolate), Dark Chocolate Coating (Sugar, Chocolate Liquor, Cocoa Butter, Milkfat, Soy Lecithin), Glycerin, Water, Sugar, Gelatin, Cinnamon, Natural Flavors",https://zejhjixctddmjmrwhyil.supabase.co/storage/v1/object/public/product-images/catalog-import/built-built-puff-churro.webp
protein_bar,Built,Built Puff,Lemon Meringue Pie,40g bar,150,16,14,2.5,7,0,0,45,"Premium Collagen Protein Blend (Collagen Peptides, Partially Hydrolyzed Whey Protein Isolate), Dark Chocolate (Sugar, Chocolate Liquor, Cocoa Butter, Milkfat, Soy Lecithin), Glycerin, Water, Sugar, Gelatin, Citric Acid, Natural Flavors",https://zejhjixctddmjmrwhyil.supabase.co/storage/v1/object/public/product-images/catalog-import/built-built-puff-lemon-meringue-pie.webp
protein_bar,Built,Built Puff,Mint Chip,40g bar,140,17,13,2.5,6,0,0,90,"Premium Collagen Protein Blend (Collagen Peptides, Partially Hydrolyzed Whey Protein Isolate), Dark Chocolate (Sugar, Chocolate Liquor, Cocoa Butter, Milkfat, Soy Lecithin), Glycerin, Water, Sugar, Gelatin, Natural Mint Flavor, Cocoa Nibs",https://zejhjixctddmjmrwhyil.supabase.co/storage/v1/object/public/product-images/catalog-import/built-built-puff-mint-chip.webp
protein_bar,Built,Built Puff,S'mores Chunk,44g bar,160,15,19,4,8,1,0,95,"Premium Collagen Protein Blend (Partially Hydrolyzed Whey Protein Isolate, Collagen), Graham Cracker Pieces, Glycerin, Dark Chocolate (Sugar, Chocolate Liquor, Cocoa Butter, Soy Lecithin), Sugar, Water, Gelatin, Natural Flavors",https://zejhjixctddmjmrwhyil.supabase.co/storage/v1/object/public/product-images/catalog-import/built-built-puff-s-mores-chunk.webp
protein_bar,Built,Built Puff,Peanut Butter Cup,40g bar,150,17,14,3,6,0,0,95,"Premium Collagen Protein Blend (Collagen Peptides, Partially Hydrolyzed Whey Protein Isolate), Dark Chocolate (Sugar, Chocolate Liquor, Cocoa Butter, Milkfat, Soy Lecithin), Glycerin, Peanut Flour, Peanut Butter, Sugar, Water, Gelatin",https://zejhjixctddmjmrwhyil.supabase.co/storage/v1/object/public/product-images/catalog-import/built-built-puff-peanut-butter-cup.webp
protein_bar,Built,Built Puff,Strawberries 'N Cream,40g bar,140,15,13,2.5,6,0,0,45,"Premium Collagen Protein Blend (Collagen Peptides, Partially Hydrolyzed Whey Protein Isolate), Dark Chocolate (Sugar, Chocolate Liquor, Cocoa Butter, Milkfat, Soy Lecithin), Glycerin, Water, Sugar, Gelatin, Freeze Dried Strawberries, Natural Flavors",https://zejhjixctddmjmrwhyil.supabase.co/storage/v1/object/public/product-images/catalog-import/built-built-puff-strawberries-n-cream.webp
protein_bar,Built,Built Puff,Rocky Road,40g bar,140,15,14,3,7,0,0,90,"Premium Collagen Protein Blend (Collagen Peptides, Partially Hydrolyzed Whey Protein Isolate), Dark Chocolate (Sugar, Chocolate Liquor, Cocoa Butter, Milkfat, Soy Lecithin), Glycerin, Almond Pieces, Water, Sugar, Gelatin, Natural Flavors",https://zejhjixctddmjmrwhyil.supabase.co/storage/v1/object/public/product-images/catalog-import/built-built-puff-rocky-road.webp
protein_bar,Built,Built Puff,Blue Razz Blast (Sour),41g bar,140,16,13,2.5,6,0,0,45,"Premium Collagen Protein Blend (Collagen Peptides, Partially Hydrolyzed Whey Protein Isolate), Dark Chocolate Coating, Glycerin, Water, Sugar, Gelatin, Citric Acid, Malic Acid, Natural and Artificial Flavors",https://zejhjixctddmjmrwhyil.supabase.co/storage/v1/object/public/product-images/catalog-import/built-built-puff-blue-razz-blast-sour.webp
protein_bar,Built,Built Puff,Green Apple Crush (Sour),41g bar,140,16,13,2.5,6,0,0,45,"Premium Collagen Protein Blend (Collagen Peptides, Partially Hydrolyzed Whey Protein Isolate), Dark Chocolate Coating, Glycerin, Water, Sugar, Gelatin, Citric Acid, Malic Acid, Natural and Artificial Flavors",https://zejhjixctddmjmrwhyil.supabase.co/storage/v1/object/public/product-images/catalog-import/built-built-puff-green-apple-crush-sour.webp
protein_bar,Built,Built Puff,Watermelon Splash (Sour),41g bar,140,16,13,2.5,6,0,0,45,"Premium Collagen Protein Blend (Collagen Peptides, Partially Hydrolyzed Whey Protein Isolate), Dark Chocolate Coating, Glycerin, Water, Sugar, Gelatin, Citric Acid, Malic Acid, Natural and Artificial Flavors",https://zejhjixctddmjmrwhyil.supabase.co/storage/v1/object/public/product-images/catalog-import/built-built-puff-watermelon-splash-sour.webp
protein_bar,Built,Built Puff,Salted Caramel Puff,40g bar,140,16,13,2.5,6,0,0,115,"Premium Collagen Protein Blend (Collagen Peptides, Partially Hydrolyzed Whey Protein Isolate), Dark Chocolate Coating (Sugar, Chocolate Liquor, Cocoa Butter, Milkfat, Soy Lecithin), Glycerin, Water, Sugar, Gelatin, Sea Salt, Natural Flavors",https://zejhjixctddmjmrwhyil.supabase.co/storage/v1/object/public/product-images/catalog-import/built-built-puff-salted-caramel-puff.webp
protein_bar,Built,Built Puff,Coconut Puff,40g bar,140,17,13,2.5,6,0,0,90,"Premium Collagen Protein Blend (Collagen Peptides, Partially Hydrolyzed Whey Protein Isolate), Dark Chocolate (Sugar, Chocolate Liquor, Cocoa Butter, Milkfat, Soy Lecithin), Glycerin, Desiccated Coconut, Water, Sugar, Gelatin, Natural Flavors",https://zejhjixctddmjmrwhyil.supabase.co/storage/v1/object/public/product-images/catalog-import/built-built-puff-coconut-puff.webp
protein_bar,Built,Built Puff,Cookies 'N Cream Puff,40g bar,140,17,13,2.5,6,0,0,90,"Premium Collagen Protein Blend (Collagen Peptides, Partially Hydrolyzed Whey Protein Isolate), Dark Chocolate Coating, Glycerin, Water, Sugar, Cocoa Processed with Alkali, Gelatin, Natural Flavors",https://zejhjixctddmjmrwhyil.supabase.co/storage/v1/object/public/product-images/catalog-import/built-built-puff-cookies-n-cream-puff.webp
protein_bar,Built,Built Puff,Tropical Mango Burst (Sour),41g bar,140,16,13,2.5,6,0,0,45,"Premium Collagen Protein Blend (Collagen Peptides, Partially Hydrolyzed Whey Protein Isolate), Dark Chocolate Coating, Glycerin, Water, Sugar, Gelatin, Citric Acid, Malic Acid, Natural Mango Flavor",https://zejhjixctddmjmrwhyil.supabase.co/storage/v1/object/public/product-images/catalog-import/built-built-puff-tropical-mango-burst-sour.webp
protein_bar,David,David Gold Bar,Chocolate Chip Cookie Dough,62g bar,150,28,12,2,0,1,0,200,"Protein System (Milk Protein Isolate, Collagen, Whey Protein Concentrate, Egg White), Binding System (Maltitol, Allulose, Glycerin, Soluble Corn Fiber, Tapioca Starch, Soy Lecithin), Fat System (Modified Plant Fat [EPG], Coconut Oil), Flavor System (Unsweetened Chocolate, Dutch Process Cocoa Powder, Natural and Artificial Flavors)",https://zejhjixctddmjmrwhyil.supabase.co/storage/v1/object/public/product-images/catalog-import/david-david-gold-bar-chocolate-chip-cookie-dough.webp
protein_bar,David,David Gold Bar,Peanut Butter Chocolate Chunk,62g bar,150,28,12,2.5,0,1,0,200,"Protein System (Milk Protein Isolate, Collagen, Whey Protein Concentrate, Egg White), Binding System (Maltitol, Allulose, Glycerin, Soluble Corn Fiber, Tapioca Starch, Soy Lecithin), Fat System (Modified Plant Fat [EPG], Coconut Oil), Flavor System (Unsweetened Chocolate, Salt, Dutch Process Cocoa Powder, Peanut Flour, Natural Flavors)",https://zejhjixctddmjmrwhyil.supabase.co/storage/v1/object/public/product-images/catalog-import/david-david-gold-bar-peanut-butter-chocolate-chunk.webp
protein_bar,David,David Gold Bar,Blueberry Pie,62g bar,150,28,12,2,0,1,0,200,"Protein System (Milk Protein Isolate, Collagen, Whey Protein Concentrate, Egg White), Binding System (Maltitol, Allulose, Glycerin, Soluble Corn Fiber, Tapioca Starch, Soy Lecithin), Fat System (Modified Plant Fat [EPG], Coconut Oil), Flavor System (Freeze Dried Blueberries, Natural Flavors, Malic Acid)",https://zejhjixctddmjmrwhyil.supabase.co/storage/v1/object/public/product-images/catalog-import/david-david-gold-bar-blueberry-pie.webp
protein_bar,David,David Gold Bar,Fudge Brownie,62g bar,150,28,12,2,0,1,0,205,"Protein System (Milk Protein Isolate, Collagen, Whey Protein Concentrate, Egg White), Binding System (Maltitol, Allulose, Glycerin, Soluble Corn Fiber, Tapioca Starch, Soy Lecithin), Fat System (Modified Plant Fat [EPG], Cocoa Butter), Flavor System (Dutch Process Cocoa Powder, Unsweetened Chocolate, Natural Flavors, Salt)",https://zejhjixctddmjmrwhyil.supabase.co/storage/v1/object/public/product-images/catalog-import/david-david-gold-bar-fudge-brownie.webp
protein_bar,David,David Gold Bar,Salted Peanut Butter,62g bar,150,28,12,2.5,0,1,0,210,"Protein System (Milk Protein Isolate, Collagen, Whey Protein Concentrate, Egg White), Binding System (Maltitol, Allulose, Glycerin, Soluble Corn Fiber, Tapioca Starch, Soy Lecithin), Fat System (Modified Plant Fat [EPG], Peanut Butter), Flavor System (Peanut Flour, Sea Salt, Natural Flavors)",https://zejhjixctddmjmrwhyil.supabase.co/storage/v1/object/public/product-images/catalog-import/david-david-gold-bar-salted-peanut-butter.webp
protein_bar,David,David Gold Bar,Cinnamon Roll,62g bar,150,28,12,2,0,1,0,200,"Protein System (Milk Protein Isolate, Collagen, Whey Protein Concentrate, Egg White), Binding System (Maltitol, Allulose, Glycerin, Soluble Corn Fiber, Tapioca Starch, Soy Lecithin), Fat System (Modified Plant Fat [EPG], Vegetable Oil), Flavor System (Cinnamon, Natural Flavors, Sweet Cream Powder)",https://zejhjixctddmjmrwhyil.supabase.co/storage/v1/object/public/product-images/catalog-import/david-david-gold-bar-cinnamon-roll.webp
protein_bar,David,David Gold Bar,Red Velvet,62g bar,150,28,12,2,0,1,0,200,"Protein System (Milk Protein Isolate, Collagen, Whey Protein Concentrate, Egg White), Binding System (Maltitol, Allulose, Glycerin, Soluble Corn Fiber, Tapioca Starch, Soy Lecithin), Fat System (Modified Plant Fat [EPG], Coconut Oil), Flavor System (Cocoa Powder, Vegetable Juice for Color, Natural Flavors)",https://zejhjixctddmjmrwhyil.supabase.co/storage/v1/object/public/product-images/catalog-import/david-david-gold-bar-red-velvet.webp
protein_bar,David,David Gold Bar,Cake Batter,62g bar,150,28,12,2,0,1,0,195,"Protein System (Milk Protein Isolate, Collagen, Whey Protein Concentrate, Egg White), Binding System (Maltitol, Allulose, Glycerin, Soluble Corn Fiber, Tapioca Starch, Soy Lecithin), Fat System (Modified Plant Fat [EPG], Coconut Oil), Flavor System (Natural and Artificial Cake Flavors, Vanilla Extract)",https://zejhjixctddmjmrwhyil.supabase.co/storage/v1/object/public/product-images/catalog-import/david-david-gold-bar-cake-batter.webp
protein_bar,David,David Bronze Bar,Cookie Dough Caramel Chocolate,58g bar,150,20,16,4.5,0,2,0,190,"Protein System (Whey Protein Isolate, Egg White, Milk Protein Isolate, Calcium Caseinate), Structure System (Maltitol, Collagen, Soluble Corn Fiber, Glycerin, Gelatin, Xanthan Gum, Guar Gum, Sunflower Lecithin), Fat System (Modified Plant Fat [EPG], Palm Kernel Oil), Flavor System (Unsweetened Chocolate, Dutch Process Cocoa, Natural Flavors)",https://zejhjixctddmjmrwhyil.supabase.co/storage/v1/object/public/product-images/catalog-import/david-david-bronze-bar-cookie-dough-caramel-chocolate.webp
protein_bar,David,David Bronze Bar,Double Chocolate,58g bar,150,20,16,4.5,0,2,0,195,"Protein System (Whey Protein Isolate, Egg White, Milk Protein Isolate, Calcium Caseinate), Structure System (Maltitol, Collagen, Soluble Corn Fiber, Glycerin, Gelatin, Xanthan Gum, Guar Gum, Sunflower Lecithin), Fat System (Modified Plant Fat [EPG], Palm Kernel Oil), Flavor System (Unsweetened Chocolate, Dutch Process Cocoa Powder, Sweet Cream Powder, Natural Flavors)",https://zejhjixctddmjmrwhyil.supabase.co/storage/v1/object/public/product-images/catalog-import/david-david-bronze-bar-double-chocolate.webp
protein_bar,David,David Bronze Bar,Peanut Butter Chocolate,58g bar,150,20,16,4.5,0,2,0,200,"Protein System (Whey Protein Isolate, Egg White, Milk Protein Isolate, Calcium Caseinate), Structure System (Maltitol, Collagen, Soluble Corn Fiber, Glycerin, Gelatin, Xanthan Gum, Guar Gum, Sunflower Lecithin), Fat System (Modified Plant Fat [EPG], Peanut Butter), Flavor System (Peanut Flour, Cocoa Powder, Unsweetened Chocolate, Natural Flavors)",https://zejhjixctddmjmrwhyil.supabase.co/storage/v1/object/public/product-images/catalog-import/david-david-bronze-bar-peanut-butter-chocolate.webp
protein_bar,David,David Bronze Bar,S'mores Chocolate,58g bar,150,20,16,4.5,0,2,0,190,"Protein System (Whey Protein Isolate, Egg White, Milk Protein Isolate, Calcium Caseinate), Structure System (Maltitol, Collagen, Soluble Corn Fiber, Glycerin, Gelatin, Xanthan Gum, Guar Gum, Sunflower Lecithin), Fat System (Modified Plant Fat [EPG], Palm Kernel Oil), Flavor System (Natural Marshmallow & Graham Flavors, Cocoa Powder)",https://zejhjixctddmjmrwhyil.supabase.co/storage/v1/object/public/product-images/catalog-import/david-david-bronze-bar-s-mores-chocolate.webp
protein_powder,Optimum Nutrition,Gold Standard 100% Whey,Double Rich Chocolate,31g scoop,120,24,3,1.5,1,1,0,130,"Protein Blend (Whey Protein Isolate, Whey Protein Concentrate, Whey Peptides), Cocoa Processed with Alkali, Lecithin, Natural and Artificial Flavor, Acesulfame Potassium, Sucralose, Lactase",https://zejhjixctddmjmrwhyil.supabase.co/storage/v1/object/public/product-images/catalog-import/optimum-nutrition-gold-standard-100-whey-double-rich-chocolate.webp
protein_powder,Optimum Nutrition,Gold Standard 100% Whey,Extreme Milk Chocolate,32g scoop,120,24,4,1.5,1,1,0,130,"Protein Blend (Whey Protein Isolate, Whey Protein Concentrate, Whey Peptides), Cocoa Processed with Alkali, Natural and Artificial Flavor, Lecithin, Salt, Acesulfame Potassium, Sucralose",https://zejhjixctddmjmrwhyil.supabase.co/storage/v1/object/public/product-images/catalog-import/optimum-nutrition-gold-standard-100-whey-extreme-milk-chocolate.webp
protein_powder,Optimum Nutrition,Gold Standard 100% Whey,Vanilla Ice Cream,31g scoop,120,24,4,1.5,1,0,0,130,"Protein Blend (Whey Protein Isolate, Whey Protein Concentrate, Whey Peptides), Natural and Artificial Flavor, Lecithin, Acesulfame Potassium, Sucralose, Aminogen, Lactase",https://zejhjixctddmjmrwhyil.supabase.co/storage/v1/object/public/product-images/catalog-import/optimum-nutrition-gold-standard-100-whey-vanilla-ice-cream.webp
protein_powder,Optimum Nutrition,Gold Standard 100% Whey,Delicious Strawberry,31g scoop,120,24,3,1.5,1,0,0,130,"Protein Blend (Whey Protein Isolate, Whey Protein Concentrate, Whey Peptides), Natural and Artificial Flavor, Citric Acid, Lecithin, Malic Acid, Beet Powder, Acesulfame Potassium, Sucralose",https://zejhjixctddmjmrwhyil.supabase.co/storage/v1/object/public/product-images/catalog-import/optimum-nutrition-gold-standard-100-whey-delicious-strawberry.webp
protein_powder,Optimum Nutrition,Gold Standard 100% Whey,Banana Cream,31g scoop,120,24,4,1.5,1,0,0,130,"Protein Blend (Whey Protein Isolate, Whey Protein Concentrate, Whey Peptides), Natural and Artificial Flavor, Lecithin, Salt, Acesulfame Potassium, Sucralose, Yellow 5",https://zejhjixctddmjmrwhyil.supabase.co/storage/v1/object/public/product-images/catalog-import/optimum-nutrition-gold-standard-100-whey-banana-cream.webp
protein_powder,Optimum Nutrition,Gold Standard 100% Whey,Chocolate Peanut Butter,33g scoop,130,24,4,2,1,1,0,170,"Protein Blend (Whey Protein Isolate, Whey Protein Concentrate, Whey Peptides), Peanut Flour, Cocoa Processed with Alkali, Lecithin, Natural and Artificial Flavor, Salt, Sucralose",https://zejhjixctddmjmrwhyil.supabase.co/storage/v1/object/public/product-images/catalog-import/optimum-nutrition-gold-standard-100-whey-chocolate-peanut-butter.webp
protein_powder,Optimum Nutrition,Gold Standard 100% Whey,Cookies & Cream,32g scoop,120,24,4,1.5,1,0,0,140,"Protein Blend (Whey Protein Isolate, Whey Protein Concentrate, Whey Peptides), Cookie Crumbs (Sugar, Rice Flour, Cocoa, Sunflower Oil, Salt), Natural and Artificial Flavor, Lecithin, Sucralose",https://zejhjixctddmjmrwhyil.supabase.co/storage/v1/object/public/product-images/catalog-import/optimum-nutrition-gold-standard-100-whey-cookies-cream.webp
